740c|je 0x3f8013fb6
48639424200200|movslq 0x220(%rsp),%rdx
e9b2d50000|jmpq 0x3e506f2a0
c784248c020000|movl $0x90,0x28c(%rsp)
488d15b93f2900|lea 0x293fb9(%rip),%rdx 
488d15ac0b0200|lea 0x20bac(%rip),%rdx 
0f85c3fdffff|jne 0x3fac0fa77
488d15be841d00|lea 0x1d84be(%rip),%rdx 
488d15ad590f00|lea 0xf59ad(%rip),%rdx 
488905cbf50100|mov %rax,0x1f5cb(%rip) 
488d0520f9ffff|lea -0x6e0(%rip),%rax 
4c8d057ffdffff|lea -0x281(%rip),%r8 
488d15f5b81d00|lea 0x1db8f5(%rip),%rdx 
488d1570ffffff|lea -0x90(%rip),%rdx 
488d0d965d0000|lea 0x5d96(%rip),%rcx 
488d1d3fd43901|lea 0x139d43f(%rip),%rbx 
2b1d8ad90400|sub 0x4d98a(%rip),%ebx 
4c8d0557e71e00|lea 0x1ee757(%rip),%r8 
837e3c01|cmpl $0x1,0x3c(%rsi)
e9ccfcffff|jmpq 0x3fed3dcf2
75eb|jne 0x100402603
db3de32d0000|fstpt 0x2de3(%rip) 
488d15c9df1800|lea 0x18dfc9(%rip),%rdx 
488b051deb0900|mov 0x9eb1d(%rip),%rax 
0f85b3050000|jne 0x1005b371a
e80b3a0000|callq 0x3f25d6b80
4889053aac0b00|mov %rax,0xbac3a(%rip) 
838c04b8010000|orl $0x4,0x1b8(%rsp,%rax,1)
488b1de9570500|mov 0x557e9(%rip),%rbx 
4c8d05c1750b00|lea 0xb75c1(%rip),%r8 
483b90b82d0000|cmp 0x2db8(%rax),%rdx
c683df07000001|movb $0x1,0x7df(%rbx)
483b0df5252800|cmp 0x2825f5(%rip),%rcx 
488b153f600e00|mov 0xe603f(%rip),%rdx 
488b9060fd0000|mov 0xfd60(%rax),%rdx
e981f9ffff|jmpq 0x100428a4e
458b7f08|mov 0x8(%r15),%r15d
4c8d056ef51a00|lea 0x1af56e(%rip),%r8 
4c8d0504da0700|lea 0x7da04(%rip),%r8 
4c8d1da49c0900|lea 0x99ca4(%rip),%r11 
e8ba8b1e00|callq 0x1006548b0
0fdd0d34120300|paddusw 0x31234(%rip),%mm1 
803dea7b040000|cmpb $0x0,0x47bea(%rip) 
f20f100de3cd22|movsd 0x22cde3(%rip),%xmm1 
48c70512c39d00|movq $0x0,0x9dc312(%rip) 
488d15df4e3400|lea 0x344edf(%rip),%rdx 
74f6|je 0x1004cec20
488d0514cbffff|lea -0x34ec(%rip),%rax 
e8e03a1200|callq 0x3e886d5e8
ba8e0d0000|mov $0xd8e,%edx
4c8d05caf52100|lea 0x21f5ca(%rip),%r8 
488d0d52c70400|lea 0x4c752(%rip),%rcx 
48c7051b793600|movq $0x0,0x36791b(%rip) 
488b3d11b50400|mov 0x4b511(%rip),%rdi 
488d150a241900|lea 0x19240a(%rip),%rdx 
488d0d488c1b00|lea 0x1b8c48(%rip),%rcx 
c643ff49|movb $0x49,-0x1(%rbx)
48c7051fcf0b00|movq $0x0,0xbcf1f(%rip) 
0f854a090000|jne 0x100582f10
ebac|jmp 0x3e6cf0fd4
4c8915c3590c00|mov %r10,0xc59c3(%rip) 
4c8d056c610a00|lea 0xa616c(%rip),%r8 
f20f583519e300|addsd 0xe319(%rip),%xmm6 
4c8b05bd3bd200|mov 0xd23bbd(%rip),%r8 
8993e00e0000|mov %edx,0xee0(%rbx)
4c8d3de26d0e00|lea 0xe6de2(%rip),%r15 
488d15c4523400|lea 0x3452c4(%rip),%rdx 
0f8850050000|js 1800b6c0b 
488d1524013c00|lea 0x3c0124(%rip),%rdx 
488d1541b50100|lea 0x1b541(%rip),%rdx 
483b0dccad0400|cmp 0x4adcc(%rip),%rcx 
488d05afb10400|lea 0x4b1af(%rip),%rax 
488b05c32e0000|mov 0x2ec3(%rip),%rax 
480f465608|cmovbe 0x8(%rsi),%rdx
488d15a87b0d00|lea 0xd7ba8(%rip),%rdx 
498b5cd418|mov 0x18(%r12,%rdx,8),%rbx
488d3544790100|lea 0x17944(%rip),%rsi 
4a8904db|mov %rax,(%rbx,%r11,8)
8b05fade0f00|mov 0xfdefa(%rip),%eax 
488b15bcc31100|mov 0x11c3bc(%rip),%rdx 
450fb64c08fe|movzbl -0x2(%r8,%rcx,1),%r9d
4c8d05c1160400|lea 0x416c1(%rip),%r8 
418b4ee0|mov -0x20(%r14),%ecx
488d0d0e5d0600|lea 0x65d0e(%rip),%rcx 
488d1575550200|lea 0x25575(%rip),%rdx 
498d9c2428ffff|lea -0xd8(%r12),%rbx
488d155d9d0000|lea 0x9d5d(%rip),%rdx 
488b0599620600|mov 0x66299(%rip),%rax 
0f84b4060000|je 0x3e52f0953
488d0df5171300|lea 0x1317f5(%rip),%rcx 
4c8d057ff80b00|lea 0xbf87f(%rip),%r8 
488d15e9ba1900|lea 0x19bae9(%rip),%rdx 
488d0564923400|lea 0x349264(%rip),%rax 
41034004|add 0x4(%r8),%eax
48c7055ca20400|movq $0x0,0x4a25c(%rip) 
f20f100529cf15|movsd 0x15cf29(%rip),%xmm0 
488d056b9b1b00|lea 0x1b9b6b(%rip),%rax 
488b3dfb662f00|mov 0x2f66fb(%rip),%rdi 
c70519fd8f0004|movl $0x4,0x8ffd19(%rip) 
488b0516e90800|mov 0x8e916(%rip),%rax 
4c8b056b670100|mov 0x1676b(%rip),%r8 
4c8d0d40a12700|lea 0x27a140(%rip),%r9 
833805|cmpl $0x5,(%rax)
f2440f2ce3|cvttsd2si %xmm3,%r12d
e8ca240100|callq 0x3fbcb16a0
f20f11b3b00100|movsd %xmm6,0x1b0(%rbx)
488b05a9220d00|mov 0xd22a9(%rip),%rax 
3b4248|cmp 0x48(%rdx),%eax
488b05b4271600|mov 0x1627b4(%rip),%rax 
48c705456d0600|movq $0x0,0x66d45(%rip) 
c605a53a000001|movb $0x1,0x3aa5(%rip) 
0f85b1faffff|jne 0x3f441c36d
e987f0ffff|jmpq 0x3fc315cb1
4c8d05ca4c0900|lea 0x94cca(%rip),%r8 
4431d8|xor %r11d,%eax
8b8a60020000|mov 0x260(%rdx),%ecx
c74424282c0400|movl $0x42c,0x28(%rsp)
4c8b3de6ec0600|mov 0x6ece6(%rip),%r15 
488b3dcfd70600|mov 0x6d7cf(%rip),%rdi 
488d054d2e0800|lea 0x82e4d(%rip),%rax 
49034d50|add 0x50(%r13),%rcx
488b358c931500|mov 0x15938c(%rip),%rsi 
4b8b0cf4|mov (%r12,%r14,8),%rcx
8905f1a20600|mov %eax,0x6a2f1(%rip) 
e99de8ffff|jmpq 0x3f70e8ef9
483b0d40f08401|cmp 0x184f040(%rip),%rcx 
488d0d7c370a00|lea 0xa377c(%rip),%rcx 
488b85680a0000|mov 0xa68(%rbp),%rax
4819fe|sbb %rdi,%rsi
8b15184c0300|mov 0x34c18(%rip),%edx 
c5b573d513|vpsrlq $0x13,%ymm5,%ymm9
4c8d3d8b110900|lea 0x9118b(%rip),%r15 
7509|jne 0x3e7c92faa
f20f58154a6701|addsd 0x1674a(%rip),%xmm2 
0f8459010000|je 0x3f47d2ae0
db2d7bca0300|fldt 0x3ca7b(%rip) 
488905457aa000|mov %rax,0xa07a45(%rip) 
488d157bdc0a00|lea 0xadc7b(%rip),%rdx 
48c70590300000|movq $0x0,0x3090(%rip) 
488b2db12c0000|mov 0x2cb1(%rip),%rbp 
e94cffffff|jmpq 0x1004641e3
488d15aa151500|lea 0x1515aa(%rip),%rdx 
7262|jb 0x3e6a55c3b
e84a3f0a00|callq 0x1005faa30
4c3b05424a1800|cmp 0x184a42(%rip),%r8 
e825e92000|callq 0x3fb565bf0
3d7cffffff|cmp $0xffffff7c,%eax
4d3b6f38|cmp 0x38(%r15),%r13
488d1559410000|lea 0x4159(%rip),%rdx 
4c8d0572550d00|lea 0xd5572(%rip),%r8 
488905dd800c00|mov %rax,0xc80dd(%rip) 
8b1598c60f00|mov 0xfc698(%rip),%edx 
c7842420100000|movl $0x2,0x1020(%rsp)
7809|js 0x3f5e8f3e0
4c8d0590770600|lea 0x67790(%rip),%r8 
f3440f101ddf26|movss 0x726df(%rip),%xmm11 
0f8440f8ffff|je 0x3fccb8ab0
48c7052ed69c00|movq $0x6,0x9cd62e(%rip) 
488d15a1c1c100|lea 0xc1c1a1(%rip),%rdx 
488d0d85b23000|lea 0x30b285(%rip),%rcx 
488d3df45f0100|lea 0x15ff4(%rip),%rdi 
488d15e7300e00|lea 0xe30e7(%rip),%rdx 
418b8554010000|mov 0x154(%r13),%eax
7585|jne 0x10045b130
488d15f6691400|lea 0x1469f6(%rip),%rdx 
89a9c4150000|mov %ebp,0x15c4(%rcx)
41807f0300|cmpb $0x0,0x3(%r15)
488d0d7bf50b00|lea 0xbf57b(%rip),%rcx 
488d15b9059b00|lea 0x9b05b9(%rip),%rdx 
488d156b5b0600|lea 0x65b6b(%rip),%rdx 
488d159bf90200|lea 0x2f99b(%rip),%rdx 
410fb63c34|movzbl (%r12,%rsi,1),%edi
c7442458aa0100|movl $0x1aa,0x58(%rsp)
0fb69328020000|movzbl 0x228(%rbx),%edx
48ba0020000600|movabs $0x4040000006002000,%rdx
488d0529680000|lea 0x6829(%rip),%rax 
488b0df5104201|mov 0x14210f5(%rip),%rcx 
e940ffffff|jmpq 0x3fada3752
0f83830b0000|jae 0x3fcc77ab3
db5353|fistl 0x53(%rbx)
eb0f|jmp 0x3f723ed6d
4c8d0da8dc0900|lea 0x9dca8(%rip),%r9 
4c8d05dc860700|lea 0x786dc(%rip),%r8 
488d0d56450100|lea 0x14556(%rip),%rcx 
498b6c24e0|mov -0x20(%r12),%rbp
660b44244e|or 0x4e(%rsp),%ax
488bb858010000|mov 0x158(%rax),%rdi
d9056dc10300|flds 0x3c16d(%rip) 
488d055da72500|lea 0x25a75d(%rip),%rax 
75d3|jne 0x3f213d07f
488d0d9c620600|lea 0x6629c(%rip),%rcx 
0f845e080000|je 0x3f8431ba5
740d|je 0x1004131c5
f68424c4020000|testb $0x2,0x2c4(%rsp)
e82dd5feff|callq 0x3f9509968
f20f5935938422|mulsd 0x228493(%rip),%xmm6 
66899c248e0000|mov %bx,0x8e(%rsp)
488d056e1a4a00|lea 0x4a1a6e(%rip),%rax 
488d05d2a40800|lea 0x8a4d2(%rip),%rax 
482b8138010000|sub 0x138(%rcx),%rax
488d15d7b53501|lea 0x135b5d7(%rip),%rdx 
4c8d2db6d12900|lea 0x29d1b6(%rip),%r13 
e8fa100100|callq 0x100421dd0
488b05e64f0b00|mov 0xb4fe6(%rip),%rax 
c7056c2f0e0000|movl $0x0,0xe2f6c(%rip) 
0f8414ffffff|je 0x3fc1f943f
488d15006c0100|lea 0x16c00(%rip),%rdx 
e9f7feffff|jmpq 0x100656738
0ff3d4|psllq %mm4,%mm2
db3d67ea0200|fstpt 0x2ea67(%rip) 
0f8455050000|je 0x3f3728ad7
c644243f41|movb $0x41,0x3f(%rsp)
488d0557ac0300|lea 0x3ac57(%rip),%rax 
488d15da702700|lea 0x2770da(%rip),%rdx 
e8a8380000|callq 0x10044dd80
488d15fefc0400|lea 0x4fcfe(%rip),%rdx 
488d159ab30b00|lea 0xbb39a(%rip),%rdx 
0fb68500090000|movzbl 0x900(%rbp),%eax
0f85d7010000|jne 0x3f7236301
664485f0|test %r14w,%ax
488d0562960000|lea 0x9662(%rip),%rax 
488d0d4acd0300|lea 0x3cd4a(%rip),%rcx 
f20f100da4a90f|movsd 0xfa9a4(%rip),%xmm1 
8b9348070000|mov 0x748(%rbx),%edx
488b0538de0100|mov 0x1de38(%rip),%rax 
4c8d0d332b0100|lea 0x12b33(%rip),%r9 
448b85fc010000|mov 0x1fc(%rbp),%r8d
8b0525a20c00|mov 0xca225(%rip),%eax 
488b1596983100|mov 0x319896(%rip),%rdx 
488d0dc6a70700|lea 0x7a7c6(%rip),%rcx 
c7823c01000002|movl $0x2,0x13c(%rdx)
747c|je 0x3f8a385f2
42c78484700100|movl $0x1,0x170(%rsp,%r8,4)
48ba2100000000|movabs $0x4000000000000021,%rdx
4088ab48070000|mov %bpl,0x748(%rbx)
488d0d32ff0b00|lea 0xbff32(%rip),%rcx 
4589cf|mov %r9d,%r15d
488d1d0077b200|lea 0xb27700(%rip),%rbx 
488d05ccaab700|lea 0xb7aacc(%rip),%rax 
e8c3c2c200|callq 0x3ff21d670
7522|jne 3e61c0a62 
488b0ded9b0100|mov 0x19bed(%rip),%rcx 
c74018f6000000|movl $0xf6,0x18(%rax)
488d3d1c661500|lea 0x15661c(%rip),%rdi 
7fd8|jg 0x3f5e60db0
488d15794a0100|lea 0x14a79(%rip),%rdx 
0305e48f0b00|add 0xb8fe4(%rip),%eax 
488d05b3e50000|lea 0xe5b3(%rip),%rax 
488b0505e50700|mov 0x7e505(%rip),%rax 
0faf84bc382000|imul 0x2038(%rsp,%rdi,4),%eax
48ff25ae303e00|rex.W jmpq *0x3e30ae(%rip) 
488d0542a60800|lea 0x8a642(%rip),%rax 
c7842480000000|movl $0x18,0x80(%rsp)
488d0d79d62400|lea 0x24d679(%rip),%rcx 
488b05ff550f00|mov 0xf55ff(%rip),%rax 
488d1566970100|lea 0x19766(%rip),%rdx 
41f68672030100|testb $0x20,0x10372(%r14)
488d154a551d00|lea 0x1d554a(%rip),%rdx 
4c8b351d160500|mov 0x5161d(%rip),%r14 
488d0d88500c00|lea 0xc5088(%rip),%rcx 
488d0d71b10500|lea 0x5b171(%rip),%rcx 
488d0d4c841100|lea 0x11844c(%rip),%rcx 
e8473a3c00|callq 0x3f56baf70
488d1543522f00|lea 0x2f5243(%rip),%rdx 
4c8d050f272100|lea 0x21270f(%rip),%r8 
4c8b254bf60900|mov 0x9f64b(%rip),%r12 
488d0d39210600|lea 0x62139(%rip),%rcx 
660f6f3590d002|movdqa 0x2d090(%rip),%xmm6 
48893d632b0700|mov %rdi,0x72b63(%rip) 
488d0dbab13000|lea 0x30b1ba(%rip),%rcx 
c7842438010000|movl $0x5,0x138(%rsp)
488d0572401600|lea 0x164072(%rip),%rax 
e8414dffff|callq 0x3f5b69400
0f8556190000|jne 0x3f8ea3975
0f863f040000|jbe 0x3fe4f7fc0
325106|xor 0x6(%rcx),%dl
488d0d233e0100|lea 0x13e23(%rip),%rcx 
488d15449f1d01|lea 0x11d9f44(%rip),%rdx 
488d15ff930000|lea 0x93ff(%rip),%rdx 
488d1523760600|lea 0x67623(%rip),%rdx 
488d15042e0500|lea 0x52e04(%rip),%rdx 
75b1|jne 0x100446014
0fdd05ff690300|paddusw 0x369ff(%rip),%mm0 
48c70562698d00|movq $0x4,0x8d6962(%rip) 
488d05a9992600|lea 0x2699a9(%rip),%rax 
443b2d1a370200|cmp 0x2371a(%rip),%r13d 
0f85a6010000|jne 0x100445d80
488d05c6ded800|lea 0xd8dec6(%rip),%rax 
4a8b1c28|mov (%rax,%r13,1),%rbx
488d0d5dfc0000|lea 0xfc5d(%rip),%rcx 
c70553ff9e0000|movl $0x0,0x9eff53(%rip) 
488b0535f71900|mov 0x19f735(%rip),%rax 
4c8bb4d4b00000|mov 0xb0(%rsp,%rdx,8),%r14
c7830802000000|movl $0x0,0x208(%rbx)
c7442438640e00|movl $0xe64,0x38(%rsp)
c68424f0000000|movb $0x4,0xf0(%rsp)
49036e18|add 0x18(%r14),%rbp
488d154fc22800|lea 0x28c24f(%rip),%rdx 
8b1566530400|mov 0x45366(%rip),%edx 
48c705e1169c00|movq $0x0,0x9c16e1(%rip) 
488d356e020c00|lea 0xc026e(%rip),%rsi 
488d15980b2200|lea 0x220b98(%rip),%rdx 
c78424c8010000|movl $0x7b4,0x1c8(%rsp)
488d35f190c500|lea 0xc590f1(%rip),%rsi 
0f88a2010000|js 0x3fc0485b0
488d15319b1900|lea 0x199b31(%rip),%rdx 
c7842434020000|movl $0x7a,0x234(%rsp)
488d0d3d070300|lea 0x3073d(%rip),%rcx 
75d5|jne 0x3f5c1c405
488b1578760000|mov 0x7678(%rip),%rdx 
448b8e88030000|mov 0x388(%rsi),%r9d
e86838f4ff|callq 0x3f4ec7080
0f85a6010000|jne 0x1004a6570
488d05f95c0f00|lea 0xf5cf9(%rip),%rax 
e8712e0300|callq 0x10043b5e0
488b0574010400|mov 0x40174(%rip),%rax 
488b05e3071600|mov 0x1607e3(%rip),%rax 
c6056229000001|movb $0x1,0x2962(%rip) 
4c8d2d42381100|lea 0x113842(%rip),%r13 
488d3511820700|lea 0x78211(%rip),%rsi 
4c8b350fea0700|mov 0x7ea0f(%rip),%r14 
488b0d11020200|mov 0x20211(%rip),%rcx 
4889059dea0700|mov %rax,0x7ea9d(%rip) 
4588480c|mov %r9b,0xc(%r8)
751f|jne 0x100426630
49894df0|mov %rcx,-0x10(%r13)
e8dffcffff|callq 0x3e5ceab50
4c8d0d70d30000|lea 0xd370(%rip),%r9 
488d15ecc50600|lea 0x6c5ec(%rip),%rdx 
498baa08020000|mov 0x208(%r10),%rbp
488d05aa8f0500|lea 0x58faa(%rip),%rax 
488b3d24484201|mov 0x1424824(%rip),%rdi 
e845d9ffff|callq 0x100654680
741b|je 0x3f2439d30
f20f1083180200|movsd 0x218(%rbx),%xmm0
488b0599a80300|mov 0x3a899(%rip),%rax 
0fb77b4a|movzwl 0x4a(%rbx),%edi
e8bc3a9bff|callq 0x3fe07b250
488d0d1a900000|lea 0x901a(%rip),%rcx 
488d15b0380400|lea 0x438b0(%rip),%rdx 
488d3d6d5c0000|lea 0x5c6d(%rip),%rdi 
f2410f5ef2|divsd %xmm10,%xmm6
c705bb7c000000|movl $0x0,0x7cbb(%rip) 
4889051b728e00|mov %rax,0x8e721b(%rip) 
488d152e188800|lea 0x88182e(%rip),%rdx 
4883bc24780100|cmpq $0x12,0x178(%rsp)
dc0575510000|faddl 0x5175(%rip) 
c687e000000004|movb $0x4,0xe0(%rdi)
488d0d1f311000|lea 0x10311f(%rip),%rcx 
a0c125fd030000|movabs 0xf000000003fd25c1,%al
420fb60c18|movzbl (%rax,%r11,1),%ecx
4c8d059afd0500|lea 0x5fd9a(%rip),%r8 
488d15e9ae3b00|lea 0x3baee9(%rip),%rdx 
488b4cd618|mov 0x18(%rsi,%rdx,8),%rcx
898c244c010000|mov %ecx,0x14c(%rsp)
4c8d05c0b00300|lea 0x3b0c0(%rip),%r8 
488b6f90|mov -0x70(%rdi),%rbp
4c8d0578f70c00|lea 0xcf778(%rip),%r8 
488d3de3e20500|lea 0x5e2e3(%rip),%rdi 
488b2db2183e00|mov 0x3e18b2(%rip),%rbp 
e8f3200b00|callq 0x3fb942f20
7423|je 0x3e7368f89
48c70588eb6300|movq $0x0,0x63eb88(%rip) 
e990feffff|jmpq 0x1004099f0
488d057af0ffff|lea -0xf86(%rip),%rax 
488b058d300000|mov 0x308d(%rip),%rax 
488d0576126101|lea 0x1611276(%rip),%rax 
4c899424681500|mov %r10,0x1568(%rsp)
db3d41ad0000|fstpt 0xad41(%rip) 
450fbf2c24|movswl (%r12),%r13d
488d0d72fe1700|lea 0x17fe72(%rip),%rcx 
488d159b3a0100|lea 0x13a9b(%rip),%rdx 
f3440f6f9c24c0|movdqu 0x3c0(%rsp),%xmm11
488d352cc90000|lea 0xc92c(%rip),%rsi 
4d3b8740020000|cmp 0x240(%r15),%r8
74d6|je 0x3fbc91075
483b35efa51200|cmp 0x12a5ef(%rip),%rsi 
488d1dcfba0b00|lea 0xbbacf(%rip),%rbx 
7513|jne 0x3f84c654c
488d15e4220800|lea 0x822e4(%rip),%rdx 
837c243004|cmpl $0x4,0x30(%rsp)
488b3d048a0d00|mov 0xd8a04(%rip),%rdi 
488b05729c1700|mov 0x179c72(%rip),%rax 
488d155f681900|lea 0x19685f(%rip),%rdx 
4c8b35c9500b00|mov 0xb50c9(%rip),%r14 
488d05c6fa0500|lea 0x5fac6(%rip),%rax 
4c8d0541c83c01|lea 0x13cc841(%rip),%r8 
488b3583890600|mov 0x68983(%rip),%rsi 
488d0d0df80200|lea 0x2f80d(%rip),%rcx 
c78028fc0000fe|movl $0xfffffffe,0xfc28(%rax)
488d0d873f0b00|lea 0xb3f87(%rip),%rcx 
488d05de350100|lea 0x135de(%rip),%rax 
448b1544380700|mov 0x73844(%rip),%r10d 
488d15fe5f2f00|lea 0x2f5ffe(%rip),%rdx 
f20f10158d7101|movsd 0x1718d(%rip),%xmm2 
488b059b150300|mov 0x3159b(%rip),%rax 
41899b38160000|mov %ebx,0x1638(%r11)
488b0d6c5a0000|mov 0x5a6c(%rip),%rcx 
488d15aa40b200|lea 0xb240aa(%rip),%rdx 
488b05de851900|mov 0x1985de(%rip),%rax 
488d151a906301|lea 0x163901a(%rip),%rdx 
488d0dcbf40300|lea 0x3f4cb(%rip),%rcx 
3d8a820e00|cmp $0xe828a,%eax
488d0d2a170e00|lea 0xe172a(%rip),%rcx 
e81a040000|callq 0x3fa0c8c70
e913fbffff|jmpq 0x3f4eed2c5
488d0514570300|lea 0x35714(%rip),%rax 
488d0dfa340100|lea 0x134fa(%rip),%rcx 
4c8b25c3f00900|mov 0x9f0c3(%rip),%r12 
d80517c40100|fadds 0x1c417(%rip) 
4c8b257dde0100|mov 0x1de7d(%rip),%r12 
448b053d6b0000|mov 0x6b3d(%rip),%r8d 
4c8d542454|lea 0x54(%rsp),%r10
4b8d3c01|lea (%r9,%r8,1),%rdi
488905e5b90000|mov %rax,0xb9e5(%rip) 
488b155a292a01|mov 0x12a295a(%rip),%rdx 
4181fdcefbffff|cmp $0xfffffbce,%r13d
4c8d0518a30c00|lea 0xca318(%rip),%r8 
488d05f992aa00|lea 0xaa92f9(%rip),%rax 
488d15c70e0400|lea 0x40ec7(%rip),%rdx 
488d0dafb60700|lea 0x7b6af(%rip),%rcx 
488b0d78d20300|mov 0x3d278(%rip),%rcx 
488d15d4c20800|lea 0x8c2d4(%rip),%rdx 
48c705abf10000|movq $0x0,0xf1ab(%rip) 
48890537910000|mov %rax,0x9137(%rip) 
488d0d29a24a00|lea 0x4aa229(%rip),%rcx 
db3d97de0200|fstpt 0x2de97(%rip) 
450fb74e06|movzwl 0x6(%r14),%r9d
41837d3042|cmpl $0x42,0x30(%r13)
4f8d1412|lea (%r10,%r10,1),%r10
c683da00000001|movb $0x1,0xda(%rbx)
488d15ef4d0300|lea 0x34def(%rip),%rdx 
ebd2|jmp 0x100456e4d
4d8d470c|lea 0xc(%r15),%r8
49f77710|divq 0x10(%r15)
488d157d062700|lea 0x27067d(%rip),%rdx 
e85e1ff9ff|callq 0x3f39b1600
488d0524fc1100|lea 0x11fc24(%rip),%rax 
488b15d5751600|mov 0x1675d5(%rip),%rdx 
3d4a0a0000|cmp $0xa4a,%eax
488b054bd00600|mov 0x6d04b(%rip),%rax 
488d15150f0a00|lea 0xa0f15(%rip),%rdx 
4c8d0d5d3c0d00|lea 0xd3c5d(%rip),%r9 
4e8b74ebf8|mov -0x8(%rbx,%r13,8),%r14
4c8d0535540100|lea 0x15435(%rip),%r8 
a200a2a200a4a4|movabs %al,0xfaa4a4a400a2a200
488d0d562c0000|lea 0x2c56(%rip),%rcx 
f30f114128|movss %xmm0,0x28(%rcx)
e9a3feffff|jmpq 0x3e8567404
488d0dc12f0f00|lea 0xf2fc1(%rip),%rcx 
8991e8010000|mov %edx,0x1e8(%rcx)
488d05dcac0400|lea 0x4acdc(%rip),%rax 
488d151dd9ac00|lea 0xacd91d(%rip),%rdx 
8b052c1e0200|mov 0x21e2c(%rip),%eax 
488d0d11ea0600|lea 0x6ea11(%rip),%rcx 
f20f100d430b02|movsd 0x20b43(%rip),%xmm1 
488d3d899b1900|lea 0x199b89(%rip),%rdi 
e93deeffff|jmpq 0x100406e10
488d05736f0d00|lea 0xd6f73(%rip),%rax 
488d0d034c3900|lea 0x394c03(%rip),%rcx 
488d3d05f01d00|lea 0x1df005(%rip),%rdi 
0fbae705|bt $0x5,%edi
488d05ea2d0200|lea 0x22dea(%rip),%rax 
8983c8150000|mov %eax,0x15c8(%rbx)
488d0d5809faff|lea -0x5f6a8(%rip),%rcx 
4823ac24880000|and 0x88(%rsp),%rbp
488d0da3d32700|lea 0x27d3a3(%rip),%rcx 
e895500000|callq 0x3fff93020
80ba9702000000|cmpb $0x0,0x297(%rdx)
0f85ab170000|jne 0x3fe8a8d72
4c8d0dba580a00|lea 0xa58ba(%rip),%r9 
e8a307ffff|callq 0x1004230a0
483b053a871400|cmp 0x14873a(%rip),%rax 
4c8d054ff00400|lea 0x4f04f(%rip),%r8 
e973feffff|jmpq 0x3f372d3d8
488d05cebf0600|lea 0x6bfce(%rip),%rax 
488d0da00f9c00|lea 0x9c0fa0(%rip),%rcx 
4c8d353de60800|lea 0x8e63d(%rip),%r14 
488b2de4ca0600|mov 0x6cae4(%rip),%rbp 
488954c128|mov %rdx,0x28(%rcx,%rax,8)
448b05ef380300|mov 0x338ef(%rip),%r8d 
743d|je 0x3fad187c1
4c8d0579ffffff|lea -0x87(%rip),%r8 
488d0564efb000|lea 0xb0ef64(%rip),%rax 
488d0deaaf0400|lea 0x4afea(%rip),%rcx 
f20f580d074101|addsd 0x14107(%rip),%xmm1 
e993a80100|jmpq 0x3f709b808
ebb6|jmp 0x10048ae8b
d9053ecd0000|flds 0xcd3e(%rip) 
f20f10057b1702|movsd 0x2177b(%rip),%xmm0 
6644894c2478|mov %r9w,0x78(%rsp)
488905b2862800|mov %rax,0x2886b2(%rip) 
4c899154010000|mov %r10,0x154(%rcx)
baa8180000|mov $0x18a8,%edx
4c8d0572db0400|lea 0x4db72(%rip),%r8 
488b2d687b0300|mov 0x37b68(%rip),%rbp 
488b1d8dee0100|mov 0x1ee8d(%rip),%rbx 
488d15a1c60600|lea 0x6c6a1(%rip),%rdx 
488d0552d41700|lea 0x17d452(%rip),%rax 
488d15ab0a2e00|lea 0x2e0aab(%rip),%rdx 
e865ffffff|callq 0x10040a850
48b9627574655f|movabs $0x28285f5f65747562,%rcx
488d1548010600|lea 0x60148(%rip),%rdx 
781a|js 0x3f5564cf2
488b05d4da0500|mov 0x5dad4(%rip),%rax 
e83297ceff|callq 0x3fceb8f00
0f87c3050000|ja 0x3fea8d3b1
4181f8272f0000|cmp $0x2f27,%r8d
0f8638ffffff|jbe 0x3e532ab60
f20f102d3d6101|movsd 0x1613d(%rip),%xmm5 
488b2d21c01900|mov 0x19c021(%rip),%rbp 
db3db5570100|fstpt 0x157b5(%rip) 
8d740f01|lea 0x1(%rdi,%rcx,1),%esi
418d910002ffff|lea -0xfe00(%r9),%edx
e8f4b5ffff|callq 0x100423220
f682d800000040|testb $0x40,0xd8(%rdx)
4c8b35360c1200|mov 0x120c36(%rip),%r14 
48859429001800|test %rdx,0x1800(%rcx,%rbp,1)
488b05206a0800|mov 0x86a20(%rip),%rax 
410fbe47fe|movsbl -0x2(%r15),%eax
488b05b5fe0a00|mov 0xafeb5(%rip),%rax 
0f856b130000|jne 0x3fee6613b
488d05aafd5901|lea 0x159fdaa(%rip),%rax 
0f84d5000000|je 0x10040215f
488d0d4b680c00|lea 0xc684b(%rip),%rcx 
488d8ec8000000|lea 0xc8(%rsi),%rcx
488d0551991100|lea 0x119951(%rip),%rax 
488d0d8fa10a00|lea 0xaa18f(%rip),%rcx 
7507|jne 0x3ff10ba54
c6430176|movb $0x76,0x1(%rbx)
8b15d3750400|mov 0x475d3(%rip),%edx 
0f83d1000000|jae 0x3fdfc9d50
747e|je 0x100405980
7407|je 0x3fcc35809
0f842dffffff|je 0x1005aa3db
488b2d93970600|mov 0x69793(%rip),%rbp 
488d0dd35e0600|lea 0x65ed3(%rip),%rcx 
488d3df8d30400|lea 0x4d3f8(%rip),%rdi 
488d05cf8b0f00|lea 0xf8bcf(%rip),%rax 
0f85ae000000|jne 0x3fe7145e5
488b8090170000|mov 0x1790(%rax),%rax
4983b850010000|cmpq $0x0,0x150(%r8)
